H,M,S,draws
0,13,30,0.002050555555555556
0,13,31,0.002050555555555556
0,13,32,0.002050555555555556
0,13,33,0.002050555555555556
0,13,34,0.002050555555555556
0,13,35,0.002050555555555556
0,13,36,0.002050555555555556
0,13,37,0.002050555555555556
0,13,38,0.002050555555555556
0,13,39,0.002050555555555556
0,13,40,0.002050555555555556
0,13,41,0.002050555555555556
0,13,42,0.0017394444444444447
0,13,43,0.0017394444444444447
0,13,44,0.0017394444444444447
0,13,45,0.0017394444444444447
0,13,46,0.0017394444444444447
0,13,47,0.0017394444444444447
0,13,48,0.0017394444444444447
0,13,49,0.0017394444444444447
0,13,50,0.0017394444444444447
0,13,51,0.0017394444444444447
0,13,52,0.0017394444444444447
0,13,53,0.0017394444444444447
0,13,54,0.0017394444444444447
0,13,55,0.0017394444444444447
0,13,56,0.0017394444444444447
0,13,57,0.0017394444444444447
0,13,58,0.0017394444444444447
0,13,59,0.0017394444444444447
0,14,0,0.0017394444444444447
0,14,1,0.0017394444444444447
0,14,2,0.0017394444444444447
0,14,3,0.0017394444444444447
0,14,4,0.0017394444444444447
0,14,5,0.0017394444444444447
0,14,6,0.0017394444444444447
0,14,7,0.0017394444444444447
0,14,8,0.0017394444444444447
0,14,9,0.0017394444444444447
0,14,10,0.0017394444444444447
0,14,11,0.0017394444444444447
0,14,12,0.0017394444444444447
0,14,13,0.0017394444444444447
0,14,14,0.0017394444444444447
0,14,15,0.0017394444444444447
0,14,16,0.0017394444444444447
0,14,17,0.0017394444444444447
0,14,18,0.0017394444444444447
0,14,19,0.0017394444444444447
0,14,20,0.0017394444444444447
0,14,21,0.0017394444444444447
0,14,22,0.0017394444444444447
0,14,23,0.0017394444444444447
0,14,24,0.0017394444444444447
0,14,25,0.0017394444444444447
0,14,26,0.0017394444444444447
0,14,27,0.0017394444444444447
0,14,28,0.0017394444444444447
0,14,29,0.0017394444444444447
0,14,30,0.0017394444444444447
0,14,31,0.0020005555555555558
0,14,32,0.0020005555555555558
0,14,33,0.0020005555555555558
0,14,34,0.0020005555555555558
0,14,35,0.0020005555555555558
0,14,36,0.0007016666666666666
0,14,37,0.0007016666666666666
0,14,38,0.0007016666666666666
0,14,39,0.0007016666666666666
0,14,40,0.0007016666666666666
0,14,41,0.0007016666666666666
0,14,42,0.0007016666666666666
0,14,43,0.0007016666666666666
0,14,44,0.0007016666666666666
0,14,45,0.0007016666666666666
0,14,46,0.0007016666666666666
0,14,47,0.0007016666666666666
0,14,48,0.0007016666666666666
0,14,49,0.0007016666666666666
0,14,50,0.0007016666666666666
0,14,51,0.0007016666666666666
0,14,52,0.0007016666666666666
0,14,53,0.0007016666666666666
0,14,54,0.0007016666666666666
0,14,55,0.0007016666666666666
0,14,56,0.0007016666666666666
0,14,57,0.0007016666666666666
0,14,58,0.0007016666666666666
0,14,59,0.0007016666666666666
0,15,0,0.0007016666666666666
0,15,1,0.0007016666666666666
0,15,2,0.0007016666666666666
0,15,3,0.0007016666666666666
0,15,4,0.0007016666666666666
0,15,5,0.0007016666666666666
0,15,6,0.0007016666666666666
0,15,7,0.0007016666666666666
0,15,8,0.0007016666666666666
0,15,9,0.0007016666666666666
0,15,10,0.0007016666666666666
0,15,11,0.0007016666666666666
0,15,12,0.0007016666666666666
0,15,13,0.0007016666666666666
0,15,14,0.0007016666666666666
0,15,15,0.0007016666666666666
0,15,16,0.0007016666666666666
0,15,17,0.0007016666666666666
0,15,18,0.0004405555555555555
0,15,19,0.0004405555555555555
0,15,20,0.0004405555555555555
0,15,21,0.0004405555555555555
0,15,22,0.0004405555555555555
0,15,23,0.0004405555555555555
0,15,24,0.0004405555555555555
0,15,25,0.0004405555555555555
0,15,26,0.0004405555555555555
0,15,27,0.0004405555555555555
0,15,28,0.0004405555555555555
0,15,29,0.0004405555555555555
0,15,30,2.5828796735126527e-305
0,15,31,2.5828796447949764e-305
0,15,32,2.582879645785241e-305
0,15,33,2.5828796467755055e-305
0,15,34,2.58287964776577e-305
0,15,35,2.582879648756035e-305
0,15,36,2.582879649750581e-305
0,15,37,2.5828796507408517e-305
0,15,38,2.582879651731111e-305
0,15,39,2.5828796527213757e-305
0,15,40,2.58287965371164e-305
0,15,41,2.5828796547019047e-305
0,15,42,2.5828796556921695e-305
0,15,43,2.5828796566824343e-305
0,15,44,2.582879657672729e-305
0,15,45,2.5828796586629643e-305
0,15,46,2.582879659648947e-305
0,15,47,2.5828796606392117e-305
0,15,48,2.582879661629476e-305
0,15,49,2.582879662619741e-305
0,15,50,2.5828796636100055e-305
0,15,51,2.5828796646002703e-305
0,15,52,2.582879665590535e-305
0,15,53,2.5828796665808e-305
0,15,54,2.5828796675710646e-305
0,15,55,2.5828796685613294e-305
0,15,56,2.5828796695515937e-305
0,15,57,2.5828796705418584e-305
0,15,58,2.582879671532123e-305
0,15,59,2.582879672522388e-305
0,16,0,2.5828796735126527e-305
0,16,1,2.5828796447949764e-305
0,16,2,2.582879645785241e-305
0,16,3,2.5828796467755055e-305
0,16,4,2.58287964776577e-305
0,16,5,2.582879648756035e-305
0,16,6,2.5828796497463e-305
0,16,7,2.5828796507365645e-305
0,16,8,2.5828796517268293e-305
0,16,9,2.582879652717094e-305
0,16,10,2.582879653707359e-305
0,16,11,2.582879654697623e-305
0,16,12,2.582879655687888e-305
0,16,13,2.5828796566781527e-305
0,16,14,2.5828796576684174e-305
0,16,15,2.582879658658682e-305
0,16,16,2.582879659648947e-305
0,16,17,2.5828796606392117e-305
0,16,18,2.582879661629476e-305
0,16,19,2.582879662619741e-305
0,16,20,2.5828796636100055e-305
0,16,21,2.5828796646002703e-305
0,16,22,2.582879665590535e-305
0,16,23,2.5828796665808e-305
0,16,24,2.5828796675710646e-305
0,16,25,2.5828796685613294e-305
0,16,26,2.5828796695515937e-305
0,16,27,2.5828796705418584e-305
0,16,28,2.582879671532123e-305
0,16,29,2.582879672522388e-305
0,16,30,2.5828796735126527e-305
0,16,31,2.5828796447949764e-305
0,16,32,2.582879645785241e-305
0,16,33,2.5828796467755055e-305
0,16,34,2.58287964776577e-305
0,16,35,2.582879648756035e-305
0,16,36,2.582879649750581e-305
0,16,37,2.582879650740852e-305
0,16,38,2.582879651731111e-305
0,16,39,2.5828796527213757e-305
0,16,40,2.58287965371164e-305
0,16,41,2.5828796547019047e-305
0,16,42,2.5828796556921695e-305
0,16,43,2.5828796566824343e-305
0,16,44,2.582879657672729e-305
0,16,45,2.5828796586629643e-305
0,16,46,2.582879659648947e-305
0,16,47,2.5828796606392117e-305
0,16,48,2.582879661629476e-305
0,16,49,2.582879662619741e-305
0,16,50,2.5828796636100055e-305
0,16,51,2.5828796646002703e-305
0,16,52,2.582879665590535e-305
0,16,53,2.5828796665808e-305
0,16,54,2.5828796675710646e-305
0,16,55,0.0008294444444444445
0,16,56,0.0008294444444444445
0,16,57,0.0008294444444444445
0,16,58,0.0008294444444444445
0,16,59,0.0008294444444444445
0,17,0,0.0008294444444444445
0,17,1,0.0008294444444444445
0,17,2,0.0008294444444444445
0,17,3,0.0008294444444444445
0,17,4,0.0008294444444444445
0,17,5,0.0008294444444444445
0,17,6,0.0008294444444444445
0,17,7,0.0014094444444444447
0,17,8,0.0014094444444444447
0,17,9,0.0014094444444444447
0,17,10,0.0014094444444444447
0,17,11,0.0014094444444444447
0,17,12,0.0005800000000000001
0,17,13,0.0005800000000000001
0,17,14,0.0005800000000000001
0,17,15,0.0005800000000000001
0,17,16,0.0005800000000000001
0,17,17,0.0005800000000000001
0,17,18,0.0005800000000000001
0,17,19,0.0005800000000000001
0,17,20,0.0005800000000000001
0,17,21,0.0005800000000000001
0,17,22,0.0005800000000000001
0,17,23,0.0005800000000000001
0,17,24,0.0005800000000000001
0,17,25,0.0005800000000000001
0,17,26,0.0005800000000000001
0,17,27,0.0005800000000000001
0,17,28,0.0005800000000000001
0,17,29,0.0005800000000000001
0,17,30,0.0005800000000000001
0,17,31,0.0005800000000000001
0,17,32,0.0005800000000000001
0,17,33,0.0005800000000000001
0,17,34,0.0005800000000000001
0,17,35,0.0005800000000000001
0,17,36,0.0005800000000000001
0,17,37,0.0005800000000000001
0,17,38,0.0005800000000000001
0,17,39,0.0005800000000000001
0,17,40,0.0005800000000000001
0,17,41,0.0005800000000000001
0,17,42,0.0005800000000000001
0,17,43,0.0005800000000000001
0,17,44,0.0005800000000000001
0,17,45,0.0005800000000000001
0,17,46,0.0005800000000000001
0,17,47,0.0005800000000000001
0,17,48,0.0005800000000000001
0,17,49,0.0005800000000000001
0,17,50,0.0005800000000000001
0,17,51,0.0005800000000000001
0,17,52,0.0005800000000000001
0,17,53,0.0005800000000000001
0,17,54,0.0005800000000000001
0,17,55,0.0005800000000000001
0,17,56,0.0005800000000000001
0,17,57,0.0005800000000000001
0,17,58,0.0005800000000000001
0,17,59,0.0005800000000000001
0,18,0,0.0005800000000000001
0,18,1,0.0005800000000000001
0,18,2,0.0005800000000000001
0,18,3,0.0005800000000000001
0,18,4,0.0005800000000000001
0,18,5,0.0005800000000000001
0,18,6,0.0005800000000000001
0,18,7,0.0005800000000000001
0,18,8,0.0005800000000000001
0,18,9,0.0005800000000000001
0,18,10,0.0005800000000000001
0,18,11,0.0005800000000000001
0,18,12,0.0005800000000000001
0,18,13,0.0005800000000000001
0,18,14,0.0005800000000000001
0,18,15,0.0005800000000000001
0,18,16,0.0005800000000000001
0,18,17,0.0005800000000000001
0,18,18,0.0005800000000000001
0,18,19,0.0005800000000000001
0,18,20,0.0005800000000000001
0,18,21,0.0005800000000000001
0,18,22,0.0005800000000000001
0,18,23,0.0005800000000000001
0,18,24,0.0005800000000000001
0,18,25,0.0005800000000000001
0,18,26,0.0005800000000000001
0,18,27,0.0005800000000000001
0,18,28,0.0005800000000000001
0,18,29,0.0005800000000000001
0,18,30,0.0005800000000000001
0,18,31,0.0005800000000000001
0,18,32,0.0005800000000000001
0,18,33,0.0005800000000000001
0,18,34,0.0005800000000000001
0,18,35,0.0005800000000000001
0,18,36,0.0005800000000000001
0,18,37,0.0005800000000000001
0,18,38,0.0005800000000000001
0,18,39,0.0005800000000000001
0,18,40,0.0005800000000000001
0,18,41,0.0005800000000000001
0,18,42,0.0005800000000000001
0,18,43,0.0005800000000000001
0,18,44,0.0005800000000000001
0,18,45,0.0005800000000000001
0,18,46,0.0005800000000000001
0,18,47,0.0005800000000000001
0,18,48,2.582879661629491e-305
0,18,49,2.582879662619756e-305
0,18,50,2.5828796636100207e-305
0,18,51,2.5828796646002855e-305
0,18,52,2.5828796655905503e-305
0,18,53,2.582879666580815e-305
0,18,54,2.58287966757108e-305
0,18,55,0.0009038888888888889
0,18,56,0.0009038888888888889
0,18,57,0.0009038888888888889
0,18,58,0.0009038888888888889
0,18,59,0.0009038888888888889
0,19,0,2.582879673512668e-305
0,19,1,2.5828796447949916e-305
0,19,2,2.582879645785256e-305
0,19,3,2.5828796467755206e-305
0,19,4,2.5828796477657854e-305
0,19,5,2.58287964875605e-305
0,19,6,2.582879649746315e-305
0,19,7,0.0012983333333333332
0,19,8,0.0012983333333333332
0,19,9,0.0012983333333333332
0,19,10,0.0012983333333333332
0,19,11,0.0012983333333333332
0,19,12,0.0007033333333333334
0,19,13,0.0007033333333333334
0,19,14,0.0007033333333333334
0,19,15,0.0007033333333333334
0,19,16,0.0007033333333333334
0,19,17,0.0007033333333333334
0,19,18,2.582879661629491e-305
0,19,19,2.582879662619756e-305
0,19,20,2.5828796636100207e-305
0,19,21,2.5828796646002855e-305
0,19,22,2.5828796655905503e-305
0,19,23,2.582879666580815e-305
0,19,24,2.58287966757108e-305
0,19,25,2.582879668561344e-305
0,19,26,2.582879669551609e-305
0,19,27,2.5828796705418736e-305
0,19,28,2.5828796715321384e-305
0,19,29,2.582879672522403e-305
0,19,30,2.582879673512668e-305
0,19,31,2.5828796447949916e-305
0,19,32,2.582879645785256e-305
0,19,33,2.5828796467755206e-305
0,19,34,2.5828796477657854e-305
0,19,35,2.58287964875605e-305
0,19,36,2.582879649750596e-305
0,19,37,2.582879650740867e-305
0,19,38,2.582879651731126e-305
0,19,39,2.5828796527213904e-305
0,19,40,2.582879653711655e-305
0,19,41,2.58287965470192e-305
0,19,42,2.5828796556921847e-305
0,19,43,2.5828796566824495e-305
0,19,44,2.5828796576727436e-305
0,19,45,2.5828796586629795e-305
0,19,46,2.582879659648962e-305
0,19,47,2.5828796606392264e-305
0,19,48,2.582879661629491e-305
0,19,49,2.582879662619756e-305
0,19,50,2.5828796636100207e-305
0,19,51,2.5828796646002855e-305
0,19,52,2.5828796655905503e-305
0,19,53,2.582879666580815e-305
0,19,54,2.58287966757108e-305
0,19,55,2.582879668561344e-305
0,19,56,2.582879669551609e-305
0,19,57,2.5828796705418736e-305
0,19,58,2.5828796715321384e-305
0,19,59,2.582879672522403e-305
0,20,0,2.582879673512668e-305
0,20,1,2.5828796447949916e-305
0,20,2,2.582879645785256e-305
0,20,3,2.5828796467755206e-305
0,20,4,2.5828796477657854e-305
0,20,5,2.58287964875605e-305
0,20,6,2.582879649746315e-305
0,20,7,2.5828796507365797e-305
0,20,8,2.5828796517268445e-305
0,20,9,2.5828796527171093e-305
0,20,10,2.5828796537073735e-305
0,20,11,2.5828796546976383e-305
0,20,12,2.582879655687903e-305
0,20,13,2.582879656678168e-305
0,20,14,2.5828796576684326e-305
0,20,15,2.5828796586586974e-305
0,20,16,2.582879659648962e-305
0,20,17,2.5828796606392264e-305
0,20,18,2.582879661629491e-305
0,20,19,2.582879662619756e-305
0,20,20,2.5828796636100207e-305
0,20,21,2.5828796646002855e-305
0,20,22,2.5828796655905503e-305
0,20,23,2.582879666580815e-305
0,20,24,2.58287966757108e-305
0,20,25,2.582879668561344e-305
0,20,26,2.582879669551609e-305
0,20,27,2.5828796705418736e-305
0,20,28,2.5828796715321384e-305
0,20,29,2.582879672522403e-305
0,20,30,2.582879673512668e-305
0,20,31,2.5828796447949916e-305
0,20,32,2.582879645785256e-305
0,20,33,2.5828796467755206e-305
0,20,34,2.5828796477657854e-305
0,20,35,2.58287964875605e-305
0,20,36,2.582879649750596e-305
0,20,37,2.582879650740867e-305
0,20,38,2.582879651731126e-305
0,20,39,2.5828796527213904e-305
0,20,40,2.582879653711655e-305
0,20,41,2.58287965470192e-305
0,20,42,2.5828796556921847e-305
0,20,43,2.5828796566824495e-305
0,20,44,2.5828796576727446e-305
0,20,45,2.58287965866298e-305
0,20,46,2.582879659648962e-305
0,20,47,2.5828796606392264e-305
0,20,48,2.582879661629491e-305
0,20,49,2.222222222222222e-05
0,20,50,2.222222222222222e-05
0,20,51,2.222222222222222e-05
0,20,52,2.222222222222222e-05
0,20,53,2.222222222222222e-05
0,20,54,2.222222222222222e-05
0,20,55,2.222222222222222e-05
0,20,56,2.222222222222222e-05
0,20,57,2.222222222222222e-05
0,20,58,2.222222222222222e-05
0,20,59,2.222222222222222e-05
0,21,0,2.222222222222222e-05
0,21,1,2.222222222222222e-05
0,21,2,2.222222222222222e-05
0,21,3,2.222222222222222e-05
0,21,4,2.222222222222222e-05
0,21,5,2.222222222222222e-05
0,21,6,2.222222222222222e-05
0,21,7,2.222222222222222e-05
0,21,8,2.222222222222222e-05
0,21,9,2.222222222222222e-05
0,21,10,2.222222222222222e-05
0,21,11,2.222222222222222e-05
0,21,12,2.222222222222222e-05
0,21,13,2.222222222222222e-05
0,21,14,2.222222222222222e-05
0,21,15,2.222222222222222e-05
0,21,16,2.222222222222222e-05
0,21,17,2.222222222222222e-05
0,21,18,2.222222222222222e-05
0,21,19,2.222222222222222e-05
0,21,20,2.222222222222222e-05
0,21,21,2.222222222222222e-05
0,21,22,2.222222222222222e-05
0,21,23,2.222222222222222e-05
0,21,24,2.222222222222222e-05
0,21,25,2.222222222222222e-05
0,21,26,2.222222222222222e-05
0,21,27,2.222222222222222e-05
0,21,28,2.222222222222222e-05
0,21,29,2.222222222222222e-05
0,21,30,2.222222222222222e-05
0,21,31,2.222222222222222e-05
0,21,32,2.222222222222222e-05
0,21,33,2.222222222222222e-05
0,21,34,2.222222222222222e-05
0,21,35,2.222222222222222e-05
0,21,36,2.222222222222222e-05
0,21,37,2.222222222222222e-05
0,21,38,2.222222222222222e-05
0,21,39,2.222222222222222e-05
0,21,40,2.222222222222222e-05
0,21,41,2.222222222222222e-05
0,21,42,2.222222222222222e-05
0,21,43,2.222222222222222e-05
0,21,44,2.222222222222222e-05
0,21,45,2.222222222222222e-05
0,21,46,2.222222222222222e-05
0,21,47,2.222222222222222e-05
0,21,48,2.582879661629491e-305
0,21,49,2.582879662619756e-305
0,21,50,2.5828796636100207e-305
0,21,51,2.5828796646002855e-305
0,21,52,2.5828796655905503e-305
0,21,53,2.582879666580815e-305
0,21,54,2.58287966757108e-305
0,21,55,2.582879668561344e-305
0,21,56,2.582879669551609e-305
0,21,57,2.5828796705418736e-305
0,21,58,2.5828796715321384e-305
0,21,59,2.582879672522403e-305
0,22,0,2.582879673512668e-305
0,22,1,2.5828796447949916e-305
0,22,2,2.582879645785256e-305
0,22,3,2.582879646775521e-305
0,22,4,2.582879647765786e-305
0,22,5,2.5828796487560507e-305
0,22,6,2.5828796497463155e-305
0,22,7,2.58287965073658e-305
0,22,8,2.582879651726845e-305
0,22,9,2.58287965271711e-305
0,22,10,2.582879653707374e-305
0,22,11,2.582879654697639e-305
0,22,12,2.5828796556879036e-305
0,22,13,2.5828796566781683e-305
0,22,14,2.582879657668433e-305
0,22,15,2.582879658658698e-305
0,22,16,2.5828796596489626e-305
0,22,17,2.5828796606392274e-305
0,22,18,2.5828796616294917e-305
0,22,19,2.5828796626197565e-305
0,22,20,2.582879663610021e-305
0,22,21,2.582879664600286e-305
0,22,22,2.582879665590551e-305
0,22,23,2.5828796665808155e-305
0,22,24,2.5828796675710803e-305
0,22,25,2.5828796685613446e-305
0,22,26,2.5828796695516093e-305
0,22,27,2.582879670541874e-305
0,22,28,2.582879671532139e-305
0,22,29,2.5828796725224036e-305
0,22,30,2.5828796735126684e-305
0,22,31,2.582879644794992e-305
0,22,32,2.582879645785257e-305
0,22,33,2.582879646775521e-305
0,22,34,2.582879647765786e-305
0,22,35,2.5828796487560507e-305
0,22,36,2.5828796497505966e-305
0,22,37,2.582879650740867e-305
0,22,38,2.5828796517311266e-305
0,22,39,2.5828796527213914e-305
0,22,40,2.5828796537116557e-305
0,22,41,2.5828796547019204e-305
0,22,42,2.582879655692185e-305
0,22,43,0.00098
0,22,44,0.00098
0,22,45,0.00098
0,22,46,0.00098
0,22,47,0.00098
0,22,48,0.00098
0,22,49,0.00098
0,22,50,0.00098
0,22,51,0.00098
0,22,52,0.00098
0,22,53,0.00098
0,22,54,0.00098
0,22,55,0.00098
0,22,56,0.00098
0,22,57,0.00098
0,22,58,0.00098
0,22,59,0.00098
0,23,0,0.00098
0,23,1,0.00098
0,23,2,0.00098
0,23,3,0.00098
0,23,4,0.00098
0,23,5,0.00098
0,23,6,0.00098
0,23,7,0.00098
0,23,8,0.00098
0,23,9,0.00098
0,23,10,0.00098
0,23,11,0.00098
0,23,12,0.00098
0,23,13,0.00098
0,23,14,0.00098
0,23,15,0.00098
0,23,16,0.00098
0,23,17,0.00098
0,23,18,0.00098
0,23,19,0.00098
0,23,20,0.00098
0,23,21,0.00098
0,23,22,0.00098
0,23,23,0.00098
0,23,24,0.00098
0,23,25,0.00098
0,23,26,0.00098
0,23,27,0.00098
0,23,28,0.00098
0,23,29,0.00098
0,23,30,0.00098
0,23,31,0.00098
0,23,32,0.00098
0,23,33,0.00098
0,23,34,0.00098
0,23,35,0.00098
0,23,36,0.00098
0,23,37,0.00098
0,23,38,0.00098
0,23,39,0.00098
0,23,40,0.00098
0,23,41,0.00098
0,23,42,0.00098
0,23,43,0.00098
0,23,44,0.00098
0,23,45,0.00098
0,23,46,0.00098
0,23,47,0.00098
0,23,48,0.00098
0,23,49,0.00098
0,23,50,0.00098
0,23,51,0.00098
0,23,52,0.00098
0,23,53,0.00098
0,23,54,0.00098
0,23,55,0.00098
0,23,56,0.00098
0,23,57,0.00098
0,23,58,0.00098
0,23,59,0.00098
0,24,0,2.5828796735126684e-305
0,24,1,2.582879644794992e-305
0,24,2,2.582879645785257e-305
0,24,3,2.582879646775521e-305
0,24,4,2.582879647765786e-305
0,24,5,2.5828796487560507e-305
0,24,6,2.5828796497463155e-305
0,24,7,2.58287965073658e-305
0,24,8,2.582879651726845e-305
0,24,9,2.58287965271711e-305
0,24,10,2.582879653707374e-305
0,24,11,2.582879654697639e-305
0,24,12,2.5828796556879036e-305
0,24,13,2.5828796566781683e-305
0,24,14,2.582879657668433e-305
0,24,15,2.582879658658698e-305
0,24,16,2.5828796596489626e-305
0,24,17,2.5828796606392274e-305
0,24,18,2.5828796616294917e-305
0,24,19,2.5828796626197565e-305
0,24,20,2.582879663610021e-305
0,24,21,2.582879664600286e-305
0,24,22,2.582879665590551e-305
0,24,23,2.5828796665808155e-305
0,24,24,2.5828796675710803e-305
0,24,25,2.5828796685613446e-305
0,24,26,2.5828796695516093e-305
0,24,27,2.582879670541874e-305
0,24,28,2.582879671532139e-305
0,24,29,2.5828796725224036e-305
0,24,30,2.5828796735126684e-305
0,24,31,2.582879644794992e-305
0,24,32,2.582879645785257e-305
0,24,33,2.582879646775521e-305
0,24,34,2.582879647765786e-305
0,24,35,2.5828796487560507e-305
0,24,36,2.5828796497505966e-305
0,24,37,0.00021944444444444444
0,24,38,0.00021944444444444444
0,24,39,0.00021944444444444444
0,24,40,0.00021944444444444444
0,24,41,0.00021944444444444444
0,24,42,9.222222222222223e-05
0,24,43,9.222222222222223e-05
0,24,44,9.222222222222223e-05
0,24,45,9.222222222222223e-05
0,24,46,9.222222222222223e-05
0,24,47,9.222222222222223e-05
0,24,48,9.222222222222223e-05
0,24,49,9.222222222222223e-05
0,24,50,9.222222222222223e-05
0,24,51,9.222222222222223e-05
0,24,52,9.222222222222223e-05
0,24,53,9.222222222222223e-05
0,24,54,9.222222222222223e-05
0,24,55,9.222222222222223e-05
0,24,56,9.222222222222223e-05
0,24,57,9.222222222222223e-05
0,24,58,9.222222222222223e-05
0,24,59,9.222222222222223e-05
0,25,0,9.222222222222223e-05
0,25,1,9.222222222222223e-05
0,25,2,9.222222222222223e-05
0,25,3,9.222222222222223e-05
0,25,4,9.222222222222223e-05
0,25,5,9.222222222222223e-05
0,25,6,9.222222222222223e-05
0,25,7,9.222222222222223e-05
0,25,8,9.222222222222223e-05
0,25,9,9.222222222222223e-05
0,25,10,9.222222222222223e-05
0,25,11,9.222222222222223e-05
0,25,12,9.222222222222223e-05
0,25,13,9.222222222222223e-05
0,25,14,9.222222222222223e-05
0,25,15,9.222222222222223e-05
0,25,16,9.222222222222223e-05
0,25,17,9.222222222222223e-05
0,25,18,9.222222222222223e-05
0,25,19,9.222222222222223e-05
